v8-version,4,6,85,31,0
code-creation,Stub,13,0x1a5fe6d45a40,260,"CompareNilICStub(NullValue)(Null,MonomorphicMap)"
code-creation,LazyCompile,0,0x1a5fe6d45b60,808,"ArrayConcatJS native array.js:402:23",0x19433f46fce8,~
code-creation,Handler,3,0x1a5fe6d45ea0,185,"length"
code-creation,StoreIC,9,0x1a5fe6d45f60,134,"length"
code-creation,Handler,3,0x1a5fe6d46000,164,"slice"
code-creation,Handler,3,0x1a5fe6d460c0,164,"concat"
code-creation,Handler,3,0x1a5fe6d46180,164,"join"
code-creation,LazyCompile,0,0x1a5fe6d46240,1696,"extname path.js:1470:28",0x101846182d0,~
code-creation,LazyCompile,0,0x1a5fe6d468e0,500,"Module._extensions..js module.js:420:37",0x1018461b520,~
code-disable-optimization,"fs.readFileSync","TryFinallyStatement"
code-creation,LazyCompile,0,0x1a5fe6d46ae0,3784,"fs.readFileSync fs.js:417:27",0x10184621f28,
code-creation,LazyCompile,0,0x1a5fe6d479c0,436,"assertEncoding fs.js:86:24",0x10184620570,~
code-creation,LazyCompile,0,0x1a5fe6d47b80,1352,"Buffer.isEncoding buffer.js:183:29",0xc94b0afa818,~
code-creation,LazyCompile,0,0x1a5fe6d480e0,244,"isFd fs.js:104:14",0x101846206c0,~
code-creation,LazyCompile,0,0x1a5fe6d481e0,596,"NonNumberToNumber native runtime.js:444:27",0x19433f468680,~
code-creation,Stub,11,0x1a5fe6d48440,250,"BinaryOpICStub(SHR:Generic*Smi->Smi)"
code-creation,Stub,12,0x1a5fe6d48540,686,"CompareICStub"
code-creation,LazyCompile,0,0x1a5fe6d48800,556,"fs.openSync fs.js:581:23",0x101846221c8,~
code-creation,LazyCompile,0,0x1a5fe6d48a40,468,"modeNum fs.js:556:17",0x10184620c00,~
code-creation,LazyCompile,0,0x1a5fe6d48c20,3284,"stringToFlags fs.js:502:23",0x10184620b58,~
tick,0xda5703,57679,0,0xdb980c,2,0xc81b10,0x1a5fe6d489c5,0x1a5fe6d46e10,0x1a5fe6d469ce,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d395a6,0x1a5fe6c3de15,0x1a5fe6c38eb5
code-creation,LazyCompile,0,0x1a5fe6d49900,300,"fs.fstatSync fs.js:881:24",0x10184623188,~
code-creation,LazyCompile,0,0x1a5fe6d49a40,324,"fs.Stats.isFile fs.js:151:37",0x101846215d8,~
code-creation,LazyCompile,0,0x1a5fe6d49ba0,516,"Buffer buffer.js:47:16",0xc94b0af9ee8,~
code-creation,LazyCompile,0,0x1a5fe6d49dc0,892,"allocate buffer.js:81:18",0xc94b0afa038,~
code-creation,LazyCompile,0,0x1a5fe6d4a140,436,"slice buffer.js:654:40",0xc94b0afb1f0,~
code-creation,LazyCompile,0,0x1a5fe6d4a300,1332,"subarray native typedarray.js:167:28",0x19433f48db78,~
code-creation,LazyCompile,0,0x1a5fe6d4a840,1600,"min native math.js:61:17",0x19433f484080,~
code-creation,LazyCompile,0,0x1a5fe6d4ae80,1428,"Uint8ArrayConstructByArrayBuffer native typedarray.js:37:42",0x19433f48d368,~
code-disable-optimization,"MOD","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0x1a5fe6d4b420,444,"MOD native runtime.js:186:13",0x19433f466cb8,
code-creation,Stub,11,0x1a5fe6d4b5e0,284,"BinaryOpICStub(MOD:Smi*1->Smi)"
code-creation,LazyCompile,0,0x1a5fe6d4b700,388,"alignPool buffer.js:38:19",0xc94b0af9e40,~
code-creation,LazyCompile,0,0x1a5fe6d4b8a0,956,"fs.readSync fs.js:633:23",0x10184622318,~
code-creation,LazyCompile,0,0x1a5fe6d4bc60,300,"fs.closeSync fs.js:552:24",0x10184622078,~
code-creation,LazyCompile,0,0x1a5fe6d4bda0,716,"Buffer.toString buffer.js:389:37",0xc94b0afaab8,~
code-disable-optimization,"APPLY_PREPARE","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0x1a5fe6d4c080,1388,"APPLY_PREPARE native runtime.js:336:23",0x19433f467d60,
code-creation,Stub,13,0x1a5fe6d4c600,232,"CompareNilICStub(NullValue)(MonomorphicMap)"
code-creation,LazyCompile,0,0x1a5fe6d4c700,2448,"slowToString buffer.js:323:22",0xc94b0afa428,~
code-creation,LazyCompile,0,0x1a5fe6d4d0a0,500,"get length native typedarray.js:161:30",0x19433f48daa8,~
code-creation,LazyCompile,0,0x1a5fe6d4d2a0,388,"stripBOM internal/module.js:41:18",0x1018461c3f8,~
code-creation,LazyCompile,0,0x1a5fe6d4d440,2340,"Module._compile module.js:380:37",0x1018461b478,~
code-creation,RegExp,5,0x1a5fe6d4dd80,916,"^\\#\\!.*"
code-creation,LazyCompile,0,0x1a5fe6d4e120,348,"exports.runInThisContext vm.js:52:36",0x1018461cfa0,~
code-creation,Function,0,0x1a5fe6d4e280,2140," /data/www/structure-comparator/index.js:1:11",0x10184647288,~
code-creation,Script,0,0x1a5fe6d4eae0,244,"/data/www/structure-comparator/index.js",0x101846473c8,~
tick,0xa6e2c0,59552,1,0xe1a680,4,0x916430,0x1a5fe6d4e232,0x1a5fe6d4d653,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d395a6,0x1a5fe6c3de15,0x1a5fe6c38eb5
code-creation,LazyCompile,0,0x1a5fe6d4ebe0,636,"makeRequireFunction internal/module.js:9:29",0x1018461c350,~
code-disable-optimization,"require","TryFinallyStatement"
code-creation,LazyCompile,0,0x1a5fe6d4ee60,556,"require internal/module.js:13:19",0x10184647590,
code-creation,LazyCompile,0,0x1a5fe6d4f0a0,508,"Module.require module.js:364:36",0x1018461b3d0,~
code-creation,Stub,14,0x1a5fe6d4f2a0,248,"ToBooleanStub(Bool,String)"
code-creation,Stub,14,0x1a5fe6d4f3a0,236,"ToBooleanStub(Null,SpecObject)"
code-creation,Stub,3,0x1a5fe6d4f4a0,120,"LoadConstantStub"
code-creation,Handler,3,0x1a5fe6d4f520,186,"substring"
code-creation,Handler,3,0x1a5fe6d4f5e0,171,"JSON"
code-creation,StoreIC,9,0x1a5fe6d4f6a0,134,"request"
code-creation,StoreIC,9,0x1a5fe6d4f740,134,"paths"
code-creation,LazyCompile,0,0x1a5fe6d4f7e0,844,"get native collection.js:245:16",0x19433f482480,~
code-creation,LazyCompile,0,0x1a5fe6d4fb40,772,"GetExistingHash native collection.js:72:25",0x19433f4814e8,~
code-creation,LazyCompile,0,0x1a5fe6d4fe60,1312,"MapFindEntry native collection.js:41:22",0x19433f481908,~
code-creation,LazyCompile,0,0x1a5fe6d50380,284,"HashToEntry native collection.js:18:21",0x19433f481768,~
code-creation,LazyCompile,0,0x1a5fe6d504a0,1692,"set native collection.js:258:16",0x19433f482548,~
code-creation,Stub,12,0x1a5fe6d50b40,685,"CompareICStub"
code-creation,LazyCompile,0,0x1a5fe6d50e00,404,"GetHash native collection.js:88:17",0x19433f481ac8,~
code-disable-optimization,"SHL","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0x1a5fe6d50fa0,444,"SHL native runtime.js:237:13",0x19433f467358,
code-creation,Handler,3,0x1a5fe6d51160,164,"get"
code-creation,Handler,3,0x1a5fe6d51220,164,"set"
code-creation,LazyCompile,0,0x1a5fe6d512e0,700,"tryPackage module.js:104:20",0x1018461ad00,~
code-disable-optimization,"readPackage","TryCatchStatement"
code-creation,LazyCompile,0,0x1a5fe6d515a0,1172,"readPackage module.js:82:21",0x1018461ac58,
code-creation,LazyCompile,0,0x1a5fe6d51a40,340,"hasOwnProperty module.js:21:24",0x1018461aa60,~
code-creation,LazyCompile,0,0x1a5fe6d51ba0,576,"tryExtensions module.js:130:23",0x1018461aef8,~
code-creation,Stub,11,0x1a5fe6d51de0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x1a5fe6d51e60,364,"tryFile module.js:120:17",0x1018461ada8,~
code-creation,Stub,12,0x1a5fe6d51fe0,413,"CompareICStub"
code-creation,LazyCompile,0,0x1a5fe6d52180,372,"isNaN native v8natives.js:1116:21",0x19433f45b1b0,~
tick,0xcffa94,61430,0,0x7ffc3fcc2660,2,0xc81b10,0x1a5fe6d50026,0x1a5fe6d4fa68,0x1a5fe6d3caf1,0x1a5fe6d51f04,0x1a5fe6d51cb4,0x1a5fe6d3b94c,0x1a5fe6d39e7b,0x1a5fe6d397b7,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d4e33d,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d395a6,0x1a5fe6c3de15,0x1a5fe6c38eb5
code-creation,Stub,3,0x1a5fe6d52300,120,"LoadConstantStub"
code-creation,RegExp,5,0x1a5fe6d52380,853,"^[\\/]*"
code-creation,RegExp,5,0x1a5fe6d526e0,1162,"(.*?)(?:[\\/]+|$)"
code-creation,Handler,3,0x1a5fe6d52b80,192,"id"
code-creation,StoreIC,9,0x1a5fe6d52c40,134,"id"
code-creation,Handler,3,0x1a5fe6d52ce0,192,"exports"
code-creation,StoreIC,9,0x1a5fe6d52da0,134,"exports"
code-creation,Handler,3,0x1a5fe6d52e40,192,"parent"
code-creation,StoreIC,9,0x1a5fe6d52f00,134,"parent"
code-creation,Handler,3,0x1a5fe6d52fa0,192,"filename"
code-creation,StoreIC,9,0x1a5fe6d53060,134,"filename"
code-creation,Handler,3,0x1a5fe6d53100,192,"loaded"
code-creation,StoreIC,9,0x1a5fe6d531c0,134,"loaded"
code-creation,Handler,3,0x1a5fe6d53260,192,"children"
code-creation,StoreIC,9,0x1a5fe6d53320,134,"children"
code-creation,Handler,3,0x1a5fe6d533c0,164,"load"
code-creation,StoreIC,9,0x1a5fe6d53480,134,"filename"
code-creation,Handler,3,0x1a5fe6d53520,186,"split"
code-creation,Handler,3,0x1a5fe6d535e0,192,"paths"
code-creation,StoreIC,9,0x1a5fe6d536a0,134,"paths"
code-creation,StoreIC,9,0x1a5fe6d53740,134,"encoding"
code-creation,Handler,3,0x1a5fe6d537e0,141,"$nonNumberToNumber"
code-creation,Stub,3,0x1a5fe6d53880,120,"LoadConstantStub"
code-creation,Handler,3,0x1a5fe6d53900,164,"isFile"
code-creation,Handler,3,0x1a5fe6d539c0,164,"slice"
code-creation,Handler,3,0x1a5fe6d53a80,164,"subarray"
code-creation,Handler,3,0x1a5fe6d53b40,164,"toString"
code-creation,Handler,3,0x1a5fe6d53c00,164,"apply"
code-creation,Stub,3,0x1a5fe6d53cc0,144,"ArrayBufferViewLoadFieldStub"
code-creation,Handler,3,0x1a5fe6d53d60,164,"utf8Slice"
code-creation,Handler,3,0x1a5fe6d53e20,164,"_compile"
code-creation,Handler,3,0x1a5fe6d53ee0,186,"replace"
code-creation,RegExp,5,0x1a5fe6d53fa0,895,"^\\#\\!.*"
code-creation,StoreIC,9,0x1a5fe6d54320,134,"lastIndex"
code-creation,StoreIC,9,0x1a5fe6d543c0,134,"filename"
code-creation,Function,0,0x1a5fe6d54460,244," /data/www/structure-comparator/node_modules/express/index.js:1:11",0x1018464b778,~
code-creation,Script,0,0x1a5fe6d54560,244,"/data/www/structure-comparator/node_modules/express/index.js",0x1018464b8b8,~
code-creation,Handler,3,0x1a5fe6d54660,229,"v8debug"
code-creation,Handler,3,0x1a5fe6d54760,164,"constructor"
code-creation,Handler,3,0x1a5fe6d54820,192,"resolve"
code-creation,StoreIC,9,0x1a5fe6d548e0,134,"resolve"
code-creation,Handler,3,0x1a5fe6d54980,216,"main"
code-creation,StoreIC,9,0x1a5fe6d54a60,134,"main"
code-creation,Handler,3,0x1a5fe6d54b00,216,"extensions"
code-creation,StoreIC,9,0x1a5fe6d54be0,134,"extensions"
code-creation,Handler,3,0x1a5fe6d54c80,216,"cache"
code-creation,StoreIC,9,0x1a5fe6d54d60,134,"cache"
code-creation,Stub,3,0x1a5fe6d54e00,188,"StoreFieldStub"
code-creation,StoreIC,9,0x1a5fe6d54ec0,134,"requireDepth"
code-creation,Handler,3,0x1a5fe6d54f60,164,"require"
tick,0x7fb305b5963d,63346,0,0x0,0,0xb92d40,0x1a5fe6d4f00f,0x1a5fe6d544fe,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d4e33d,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d395a6,0x1a5fe6c3de15,0x1a5fe6c38eb5
code-creation,LazyCompile,0,0x1a5fe6d55020,2796,"basename path.js:1393:30",0x10184618228,~
code-creation,RegExp,5,0x1a5fe6d55b20,964,"^index\\.\\w+?$"
code-creation,Stub,14,0x1a5fe6d55f00,256,"ToBooleanStub(Undefined,Bool,String)"
code-creation,Function,0,0x1a5fe6d56000,1404," /data/www/structure-comparator/node_modules/express/lib/express.js:1:11",0x1018464cfc8,~
code-creation,Script,0,0x1a5fe6d56580,244,"/data/www/structure-comparator/node_modules/express/lib/express.js",0x1018464d108,~
code-creation,Handler,3,0x1a5fe6d56680,192,"cache"
code-creation,StoreIC,9,0x1a5fe6d56740,134,"cache"
code-creation,LazyCompile,0,0x1a5fe6d567e0,260,"NativeModule.isInternal node.js:897:39",0x19433f4f0040,~
code-creation,LazyCompile,0,0x1a5fe6d56900,1284,"startsWith native string.js:661:26",0x19433f47b918,~
code-creation,LazyCompile,0,0x1a5fe6d56e20,1600,"max native math.js:39:17",0x19433f483fb8,~
code-creation,Stub,3,0x1a5fe6d57460,120,"LoadConstantStub"
code-creation,Handler,3,0x1a5fe6d574e0,186,"startsWith"
code-creation,Handler,3,0x1a5fe6d575a0,145,symbol("nonexistent_symbol" hash 2d78166c)
code-creation,LazyCompile,0,0x1a5fe6d57640,3556,"normalizeStringPosix path.js:78:30",0x101846175b0,~
code-creation,Function,0,0x1a5fe6d58440,380," /data/www/structure-comparator/node_modules/merge-descriptors/index.js:1:11",0x1018464fdc0,~
code-creation,Script,0,0x1a5fe6d585c0,244,"/data/www/structure-comparator/node_modules/merge-descriptors/index.js",0x1018464ff00,~
code-creation,StoreIC,9,0x1a5fe6d586c0,134,"requireDepth"
tick,0x7fb305b5963d,65469,1,0xe18c40,2,0x915840,0x1a5fe6d4e1ef,0x1a5fe6d4d653,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d5616b,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d544fe,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d4e33d,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d395a6,0x1a5fe6c3de15,0x1a5fe6c38eb5
code-creation,Stub,2,0x1a5fe6d58760,626,"FastNewContextStub"
code-creation,Function,0,0x1a5fe6d589e0,3828," /data/www/structure-comparator/node_modules/express/lib/application.js:1:11",0x10184652268,~
code-creation,Script,0,0x1a5fe6d598e0,244,"/data/www/structure-comparator/node_modules/express/lib/application.js",0x101846523a8,~
code-creation,Stub,6,0x1a5fe6d599e0,502,"LoadICStub"
code-creation,Stub,2,0x1a5fe6d59be0,965,"StringAddStub_CheckNone_NotTenured"
code-creation,LazyCompile,1,0x1a5fe6d59fc0,2212,"normalizeStringPosix path.js:78:30",0x101846175b0,*
tick,0xa6e2db,66546,0,0x0,0,0xcbf8e0,0x1a5fe6d4ed4d,0x1a5fe6d4dacd,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d561d3,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d544fe,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d4e33d,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d395a6,0x1a5fe6c3de15,0x1a5fe6c38eb5
code-creation,Stub,2,0x1a5fe6d5a880,446,"FastNewContextStub"
code-creation,Stub,6,0x1a5fe6d5aa40,514,"LoadICTrampolineStub"
code-creation,Function,0,0x1a5fe6d5ac60,1164," /data/www/structure-comparator/node_modules/finalhandler/index.js:1:11",0x10184654040,~
code-creation,Script,0,0x1a5fe6d5b100,244,"/data/www/structure-comparator/node_modules/finalhandler/index.js",0x10184654180,~
code-creation,Stub,14,0x1a5fe6d5b200,236,"ToBooleanStub(Undefined,String)"
tick,0x7fb305e37add,67885,1,0xe22f80,4,0x916430,0x1a5fe6d4bb18,0x1a5fe6d47422,0x1a5fe6d469ce,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d5ad74,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d58b07,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d561d3,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d544fe,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d4e33d,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d395a6,0x1a5fe6c3de15,0x1a5fe6c38eb5
code-creation,Function,0,0x1a5fe6d5b300,1908," /data/www/structure-comparator/node_modules/debug/node.js:1:11",0x101846610d8,~
code-creation,Script,0,0x1a5fe6d5ba80,244,"/data/www/structure-comparator/node_modules/debug/node.js",0x10184661218,~
code-creation,Function,0,0x1a5fe6d5bb80,2356," tty.js:1:11",0x101846622f0,~
code-creation,Script,0,0x1a5fe6d5c4c0,244,"tty.js",0x10184662430,~
tick,0x7fb305b10735,69722,1,0xe18c40,2,0x915840,0x1a5fe6c3f647,0x1a5fe6c3f13e,0x1a5fe6c3e57a,0x1a5fe6d5bdbd,0x1a5fe6c3f1ce,0x1a5fe6c3e57a,0x1a5fe6d399b4,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d5b454,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d5ad74,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d58b07,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d561d3,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d544fe,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d4e33d,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d395a6,0x1a5fe6c3de15,0x1a5fe6c38eb5
code-creation,Function,0,0x1a5fe6d5c5c0,10828," net.js:1:11",0x10184668788,~
code-creation,Script,0,0x1a5fe6d5f020,244,"net.js",0x101846688c8,~
code-creation,Function,0,0x1a5fe6d5f120,300," internal/net.js:1:11",0x10184668c80,~
code-creation,Script,0,0x1a5fe6d5f260,244,"internal/net.js",0x10184668dc0,~
code-creation,RegExp,5,0x1a5fe6d5f360,980,"\\bNET\\b"
code-creation,StoreIC,9,0x1a5fe6d5f740,134,"get_"
code-creation,StoreIC,9,0x1a5fe6d5f7e0,134,"hasGetter_"
code-creation,Stub,11,0x1a5fe6d5f880,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x1a5fe6d5f900,516,"hasOwnProperty native v8natives.js:111:30",0x19433f4564f0,~
code-creation,Function,0,0x1a5fe6d5fb20,900," /data/www/structure-comparator/node_modules/debug/debug.js:1:11",0x10184674518,~
code-creation,Script,0,0x1a5fe6d5fec0,244,"/data/www/structure-comparator/node_modules/debug/debug.js",0x10184674658,~
tick,0xbee215,71650,1,0xe18c40,2,0x915840,0x1a5fe6d4e1ef,0x1a5fe6d4d653,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d5b52d,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d5ad74,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d58b07,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d561d3,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d544fe,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d4e33d,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d395a6,0x1a5fe6c3de15,0x1a5fe6c38eb5
code-creation,LazyCompile,1,0x1a5fe6d5ffc0,722,"hasOwnProperty native v8natives.js:111:30",0x19433f4564f0,*
code-creation,Function,0,0x1a5fe6d602a0,892," /data/www/structure-comparator/node_modules/ms/index.js:1:11",0x10184675b08,~
code-creation,Script,0,0x1a5fe6d60620,244,"/data/www/structure-comparator/node_modules/ms/index.js",0x10184675c48,~
code-creation,StoreIC,9,0x1a5fe6d60720,134,"loaded"
code-creation,LazyCompile,0,0x1a5fe6d607c0,1300,"parseInt native v8natives.js:40:24",0x19433f456070,~
code-creation,LazyCompile,0,0x1a5fe6d60ce0,500,"NonStringToString native runtime.js:460:27",0x19433f468870,~
code-creation,Stub,14,0x1a5fe6d60ee0,228,"ToBooleanStub(HeapNumber)"
code-creation,LazyCompile,0,0x1a5fe6d60fe0,572," node.js:610:48",0x10184613f70,~
code-creation,LazyCompile,0,0x1a5fe6d61220,1484,"createWritableStdioStream node.js:549:37",0x19433f4eefd8,~
code-creation,LazyCompile,0,0x1a5fe6d61800,844,"WriteStream tty.js:54:21",0x10184661988,~
code-creation,LazyCompile,0,0x1a5fe6d61b60,3028,"Socket net.js:111:16",0x10184664ff8,~
code-creation,LazyCompile,0,0x1a5fe6d62740,988,"Duplex _stream_duplex.js:23:16",0x101846339b0,~
code-creation,LazyCompile,0,0x1a5fe6d62b20,628,"Readable _stream_readable.js:81:18",0x1018462ebd8,~
code-creation,LazyCompile,0,0x1a5fe6d62da0,1860,"ReadableState _stream_readable.js:15:23",0x1018462eb30,~
code-creation,Stub,12,0x1a5fe6d63500,685,"CompareICStub"
code-disable-optimization,"BIT_XOR","Call to a JavaScript runtime function"
code-creation,LazyCompile,0,0x1a5fe6d637c0,444,"BIT_XOR native runtime.js:226:17",0x19433f467208,
tick,0x7fb305b5963d,73587,0,0x0,2,0xc81b10,0x1a5fe6d630ae,0x1a5fe6d62c4d,0x1a5fe6d628a8,0x1a5fe6d61e63,0x1a5fe6d61a30,0x1a5fe6d614ce,0x1a5fe6d610ce,0x1a5fe6d5b81a,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d5ad74,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d58b07,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d561d3,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d544fe,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d4f253,0x1a5fe6d4f02e,0x1a5fe6d4e33d,0x1a5fe6d4dcbc,0x1a5fe6d46a8b,0x1a5fe6d4405b,0x1a5fe6d39b8e,0x1a5fe6d395a6,0x1a5fe6c3de15,0x1a5fe6c38eb5
code-creation,LazyCompile,0,0x1a5fe6d63980,292,"Stream stream.js:22:16",0x1018462d4f8,~
code-creation,Handler,3,0x1a5fe6d63ac0,192,"domain"
code-creation,StoreIC,9,0x1a5fe6d63b80,134,"domain"
code-creation,Handler,3,0x1a5fe6d63c20,164,"_events"
code-creation,Handler,3,0x1a5fe6d63ce0,164,"_maxListeners"
code-creation,Handler,3,0x1a5fe6d63da0,192,"_maxListeners"
code-creation,StoreIC,9,0x1a5fe6d63e60,134,"_maxListeners"
code-creation,LazyCompile,0,0x1a5fe6d63f00,868,"Writable _stream_writable.js:138:18",0x10184631ac0,~
code-creation,LazyCompile,0,0x1a5fe6d64280,1844,"WritableState _stream_writable.js:26:23",0x10184631a18,~
code-creation,LazyCompile,0,0x1a5fe6d649c0,340,"CorkedRequest _stream_writable.js:501:23",0x10184632540,~
code-creation,Handler,3,0x1a5fe6d64b20,192,"next"
code-creation,StoreIC,9,0x1a5fe6d64be0,134,"next"
code-creation,Handler,3,0x1a5fe6d64c80,192,"entry"
code-creation,StoreIC,9,0x1a5fe6d64d40,134,"entry"
code-creation,Handler,3,0x1a5fe6d64de0,192,"finish"
code-creation,StoreIC,9,0x1a5fe6d64ea0,134,"finish"
code-creation,StorePolymorphicIC,9,0x1a5fe6d64f40,154,"domain"
code-creation,Handler,3,0x1a5fe6d64fe0,164,"_events"
code-creation,StorePolymorphicIC,9,0x1a5fe6d650a0,154,"_maxListeners"
code-creation,LazyCompile,0,0x1a5fe6d65140,620,"once events.js:262:44",0x19433f4f8330,~
code-creation,LazyCompile,0,0x1a5fe6d653c0,1132,"Readable.on _stream_readable.js:672:33",0x1018462fd90,~
code-creation,Handler,3,0x1a5fe6d65840,201,"end"
code-creation,Stub,3,0x1a5fe6d65920,184,"StoreFieldStub"
code-creation,StorePolymorphicIC,9,0x1a5fe6d659e0,154,"_eventsCount"
